"year","genus","species","weight","plot_type"
1982,"Peromyscus","maniculatus",19,"Control"
1982,"Peromyscus","maniculatus",23,"Control"
1982,"Peromyscus","maniculatus",18,"Long-term Krat Exclosure"
1982,"Peromyscus","maniculatus",19,"Long-term Krat Exclosure"
1982,"Peromyscus","maniculatus",21,"Long-term Krat Exclosure"
1982,"Peromyscus","maniculatus",22,"Long-term Krat Exclosure"
1982,"Peromyscus","maniculatus",22,"Long-term Krat Exclosure"
1982,"Peromyscus","maniculatus",23,"Long-term Krat Exclosure"
1982,"Peromyscus","maniculatus",23,"Long-term Krat Exclosure"
1982,"Peromyscus","maniculatus",29,"Long-term Krat Exclosure"
1982,"Peromyscus","maniculatus",34,"Long-term Krat Exclosure"
1982,"Peromyscus","maniculatus",17,"Control"
1982,"Peromyscus","maniculatus",28,"Control"
1982,"Peromyscus","maniculatus",11,"Long-term Krat Exclosure"
1982,"Peromyscus","maniculatus",12,"Long-term Krat Exclosure"
1982,"Peromyscus","maniculatus",15,"Long-term Krat Exclosure"
1982,"Peromyscus","maniculatus",18,"Long-term Krat Exclosure"
1982,"Peromyscus","maniculatus",18,"Long-term Krat Exclosure"
1982,"Peromyscus","maniculatus",19,"Long-term Krat Exclosure"
1982,"Peromyscus","maniculatus",20,"Long-term Krat Exclosure"
1982,"Peromyscus","maniculatus",21,"Long-term Krat Exclosure"
1982,"Peromyscus","maniculatus",21,"Long-term Krat Exclosure"
1982,"Peromyscus","maniculatus",21,"Long-term Krat Exclosure"
1982,"Peromyscus","maniculatus",22,"Long-term Krat Exclosure"
1982,"Peromyscus","maniculatus",22,"Long-term Krat Exclosure"
1982,"Peromyscus","maniculatus",22,"Long-term Krat Exclosure"
1982,"Peromyscus","maniculatus",23,"Long-term Krat Exclosure"
1982,"Peromyscus","maniculatus",23,"Long-term Krat Exclosure"
1982,"Peromyscus","maniculatus",23,"Long-term Krat Exclosure"
1982,"Peromyscus","maniculatus",24,"Long-term Krat Exclosure"
1982,"Peromyscus","maniculatus",24,"Long-term Krat Exclosure"
1982,"Peromyscus","maniculatus",25,"Long-term Krat Exclosure"
1982,"Peromyscus","maniculatus",27,"Long-term Krat Exclosure"
1982,"Peromyscus","maniculatus",34,"Long-term Krat Exclosure"
1982,"Peromyscus","maniculatus",22,"Long-term Krat Exclosure"
1983,"Peromyscus","maniculatus",19,"Control"
1983,"Peromyscus","maniculatus",21,"Long-term Krat Exclosure"
1983,"Peromyscus","maniculatus",24,"Control"
1983,"Peromyscus","maniculatus",25,"Control"
1983,"Peromyscus","maniculatus",25,"Control"
1983,"Peromyscus","maniculatus",11,"Control"
1983,"Peromyscus","maniculatus",21,"Long-term Krat Exclosure"
1983,"Peromyscus","maniculatus",22,"Long-term Krat Exclosure"
1983,"Peromyscus","maniculatus",15,"Long-term Krat Exclosure"
1983,"Peromyscus","maniculatus",18,"Long-term Krat Exclosure"
1983,"Peromyscus","maniculatus",19,"Long-term Krat Exclosure"
1983,"Peromyscus","maniculatus",20,"Long-term Krat Exclosure"
1983,"Peromyscus","maniculatus",21,"Long-term Krat Exclosure"
1983,"Peromyscus","maniculatus",22,"Long-term Krat Exclosure"
1983,"Peromyscus","maniculatus",23,"Long-term Krat Exclosure"
1983,"Peromyscus","maniculatus",24,"Long-term Krat Exclosure"
1983,"Peromyscus","maniculatus",24,"Long-term Krat Exclosure"
1983,"Peromyscus","maniculatus",26,"Long-term Krat Exclosure"
1983,"Peromyscus","maniculatus",26,"Long-term Krat Exclosure"
1983,"Peromyscus","maniculatus",27,"Long-term Krat Exclosure"
1983,"Peromyscus","maniculatus",19,"Long-term Krat Exclosure"
1983,"Peromyscus","maniculatus",23,"Long-term Krat Exclosure"
1984,"Peromyscus","maniculatus",14,"Control"
1984,"Peromyscus","maniculatus",24,"Control"
1984,"Peromyscus","maniculatus",17,"Long-term Krat Exclosure"
1984,"Peromyscus","maniculatus",17,"Long-term Krat Exclosure"
1984,"Peromyscus","maniculatus",17,"Long-term Krat Exclosure"
1984,"Peromyscus","maniculatus",22,"Long-term Krat Exclosure"
1984,"Peromyscus","maniculatus",24,"Long-term Krat Exclosure"
1984,"Peromyscus","maniculatus",27,"Long-term Krat Exclosure"
1984,"Peromyscus","maniculatus",21,"Control"
1985,"Peromyscus","maniculatus",19,"Control"
1985,"Peromyscus","maniculatus",11,"Long-term Krat Exclosure"
1985,"Peromyscus","maniculatus",21,"Long-term Krat Exclosure"
1985,"Peromyscus","maniculatus",16,"Control"
1985,"Peromyscus","maniculatus",22,"Control"
1985,"Peromyscus","maniculatus",24,"Control"
1985,"Peromyscus","maniculatus",16,"Long-term Krat Exclosure"
1985,"Peromyscus","maniculatus",19,"Long-term Krat Exclosure"
1985,"Peromyscus","maniculatus",16,"Control"
1985,"Peromyscus","maniculatus",7,"Long-term Krat Exclosure"
1985,"Peromyscus","maniculatus",14,"Long-term Krat Exclosure"
1985,"Peromyscus","maniculatus",21,"Long-term Krat Exclosure"
1985,"Peromyscus","maniculatus",24,"Long-term Krat Exclosure"
1985,"Peromyscus","maniculatus",24,"Long-term Krat Exclosure"
1985,"Peromyscus","maniculatus",27,"Long-term Krat Exclosure"
1986,"Peromyscus","maniculatus",18,"Control"
1986,"Peromyscus","maniculatus",20,"Control"
1986,"Peromyscus","maniculatus",20,"Control"
1986,"Peromyscus","maniculatus",23,"Control"
1986,"Peromyscus","maniculatus",25,"Control"
1986,"Peromyscus","maniculatus",18,"Long-term Krat Exclosure"
1986,"Peromyscus","maniculatus",21,"Long-term Krat Exclosure"
1986,"Peromyscus","maniculatus",23,"Long-term Krat Exclosure"
1986,"Peromyscus","maniculatus",25,"Long-term Krat Exclosure"
1986,"Peromyscus","maniculatus",20,"Control"
1986,"Peromyscus","maniculatus",22,"Long-term Krat Exclosure"
1986,"Peromyscus","maniculatus",22,"Control"
1986,"Peromyscus","maniculatus",12,"Long-term Krat Exclosure"
1986,"Peromyscus","maniculatus",15,"Long-term Krat Exclosure"
1986,"Peromyscus","maniculatus",19,"Long-term Krat Exclosure"
1986,"Peromyscus","maniculatus",20,"Long-term Krat Exclosure"
1986,"Peromyscus","maniculatus",22,"Long-term Krat Exclosure"
1986,"Peromyscus","maniculatus",23,"Long-term Krat Exclosure"
1986,"Peromyscus","maniculatus",24,"Long-term Krat Exclosure"
1986,"Peromyscus","maniculatus",25,"Long-term Krat Exclosure"
1986,"Peromyscus","maniculatus",26,"Long-term Krat Exclosure"
1986,"Peromyscus","maniculatus",21,"Long-term Krat Exclosure"
1986,"Peromyscus","maniculatus",25,"Long-term Krat Exclosure"
1986,"Peromyscus","maniculatus",26,"Long-term Krat Exclosure"
1986,"Peromyscus","maniculatus",27,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",18,"Control"
1987,"Peromyscus","maniculatus",24,"Control"
1987,"Peromyscus","maniculatus",25,"Control"
1987,"Peromyscus","maniculatus",25,"Control"
1987,"Peromyscus","maniculatus",27,"Control"
1987,"Peromyscus","maniculatus",27,"Control"
1987,"Peromyscus","maniculatus",32,"Control"
1987,"Peromyscus","maniculatus",33,"Control"
1987,"Peromyscus","maniculatus",8,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",9,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",10,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",14,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",14,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",14,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",15,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",19,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",21,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",24,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",24,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",24,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",25,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",27,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",27,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",27,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",29,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",24,"Control"
1987,"Peromyscus","maniculatus",28,"Control"
1987,"Peromyscus","maniculatus",22,"Control"
1987,"Peromyscus","maniculatus",25,"Control"
1987,"Peromyscus","maniculatus",14,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",20,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",20,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",21,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",22,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",23,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",25,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",26,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",13,"Control"
1987,"Peromyscus","maniculatus",17,"Control"
1987,"Peromyscus","maniculatus",22,"Control"
1987,"Peromyscus","maniculatus",23,"Control"
1987,"Peromyscus","maniculatus",17,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",17,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",18,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",18,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",19,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",20,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",25,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",25,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",25,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",26,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",26,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",30,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",33,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",22,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",22,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",23,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",25,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",26,"Long-term Krat Exclosure"
1987,"Peromyscus","maniculatus",27,"Long-term Krat Exclosure"
1988,"Peromyscus","maniculatus",11,"Long-term Krat Exclosure"
1988,"Peromyscus","maniculatus",12,"Long-term Krat Exclosure"
1988,"Peromyscus","maniculatus",25,"Long-term Krat Exclosure"
1988,"Peromyscus","maniculatus",26,"Long-term Krat Exclosure"
1988,"Peromyscus","maniculatus",27,"Long-term Krat Exclosure"
1988,"Peromyscus","maniculatus",27,"Long-term Krat Exclosure"
1988,"Peromyscus","maniculatus",19,"Control"
1988,"Peromyscus","maniculatus",15,"Long-term Krat Exclosure"
1988,"Peromyscus","maniculatus",18,"Long-term Krat Exclosure"
1988,"Peromyscus","maniculatus",20,"Long-term Krat Exclosure"
1988,"Peromyscus","maniculatus",23,"Long-term Krat Exclosure"
1988,"Peromyscus","maniculatus",24,"Long-term Krat Exclosure"
1988,"Peromyscus","maniculatus",26,"Long-term Krat Exclosure"
1989,"Peromyscus","maniculatus",19,"Control"
1989,"Peromyscus","maniculatus",22,"Control"
1989,"Peromyscus","maniculatus",20,"Long-term Krat Exclosure"
1989,"Peromyscus","maniculatus",20,"Long-term Krat Exclosure"
1989,"Peromyscus","maniculatus",21,"Long-term Krat Exclosure"
1989,"Peromyscus","maniculatus",26,"Long-term Krat Exclosure"
1989,"Peromyscus","maniculatus",28,"Long-term Krat Exclosure"
1995,"Peromyscus","maniculatus",23,"Control"
1995,"Peromyscus","maniculatus",24,"Long-term Krat Exclosure"
1996,"Peromyscus","maniculatus",16,"Control"
1996,"Peromyscus","maniculatus",21,"Control"
1996,"Peromyscus","maniculatus",19,"Long-term Krat Exclosure"
1996,"Peromyscus","maniculatus",14,"Control"
1996,"Peromyscus","maniculatus",17,"Control"
1996,"Peromyscus","maniculatus",18,"Control"
1996,"Peromyscus","maniculatus",19,"Control"
1996,"Peromyscus","maniculatus",21,"Control"
1996,"Peromyscus","maniculatus",17,"Control"
1996,"Peromyscus","maniculatus",18,"Control"
1996,"Peromyscus","maniculatus",20,"Control"
1996,"Peromyscus","maniculatus",13,"Control"
1996,"Peromyscus","maniculatus",23,"Control"
1996,"Peromyscus","maniculatus",28,"Control"
1996,"Peromyscus","maniculatus",11,"Long-term Krat Exclosure"
1996,"Peromyscus","maniculatus",14,"Long-term Krat Exclosure"
1996,"Peromyscus","maniculatus",23,"Long-term Krat Exclosure"
1996,"Peromyscus","maniculatus",24,"Long-term Krat Exclosure"
1996,"Peromyscus","maniculatus",28,"Long-term Krat Exclosure"
1996,"Peromyscus","maniculatus",31,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",13,"Control"
1997,"Peromyscus","maniculatus",17,"Control"
1997,"Peromyscus","maniculatus",18,"Control"
1997,"Peromyscus","maniculatus",22,"Control"
1997,"Peromyscus","maniculatus",23,"Control"
1997,"Peromyscus","maniculatus",24,"Control"
1997,"Peromyscus","maniculatus",26,"Control"
1997,"Peromyscus","maniculatus",28,"Control"
1997,"Peromyscus","maniculatus",29,"Control"
1997,"Peromyscus","maniculatus",30,"Control"
1997,"Peromyscus","maniculatus",17,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",19,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",22,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",24,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",19,"Control"
1997,"Peromyscus","maniculatus",19,"Control"
1997,"Peromyscus","maniculatus",30,"Control"
1997,"Peromyscus","maniculatus",14,"Control"
1997,"Peromyscus","maniculatus",17,"Control"
1997,"Peromyscus","maniculatus",17,"Control"
1997,"Peromyscus","maniculatus",20,"Control"
1997,"Peromyscus","maniculatus",23,"Control"
1997,"Peromyscus","maniculatus",15,"Control"
1997,"Peromyscus","maniculatus",16,"Control"
1997,"Peromyscus","maniculatus",20,"Control"
1997,"Peromyscus","maniculatus",22,"Control"
1997,"Peromyscus","maniculatus",30,"Control"
1997,"Peromyscus","maniculatus",17,"Control"
1997,"Peromyscus","maniculatus",18,"Control"
1997,"Peromyscus","maniculatus",20,"Control"
1997,"Peromyscus","maniculatus",14,"Control"
1997,"Peromyscus","maniculatus",19,"Control"
1997,"Peromyscus","maniculatus",19,"Control"
1997,"Peromyscus","maniculatus",21,"Control"
1997,"Peromyscus","maniculatus",22,"Control"
1997,"Peromyscus","maniculatus",22,"Control"
1997,"Peromyscus","maniculatus",24,"Control"
1997,"Peromyscus","maniculatus",13,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",13,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",14,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",16,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",16,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",17,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",21,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",21,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",21,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",22,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",22,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",22,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",23,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",25,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",25,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",17,"Control"
1997,"Peromyscus","maniculatus",21,"Control"
1997,"Peromyscus","maniculatus",21,"Control"
1997,"Peromyscus","maniculatus",22,"Control"
1997,"Peromyscus","maniculatus",22,"Control"
1997,"Peromyscus","maniculatus",22,"Control"
1997,"Peromyscus","maniculatus",23,"Control"
1997,"Peromyscus","maniculatus",27,"Control"
1997,"Peromyscus","maniculatus",30,"Control"
1997,"Peromyscus","maniculatus",13,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",13,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",17,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",17,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",19,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",19,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",20,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",20,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",20,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",20,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",21,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",22,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",23,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",23,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",23,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",25,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",25,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",28,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",15,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",16,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",16,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",19,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",20,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",21,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",21,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",23,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",23,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",26,"Long-term Krat Exclosure"
1997,"Peromyscus","maniculatus",15,"Control"
1997,"Peromyscus","maniculatus",18,"Control"
1997,"Peromyscus","maniculatus",29,"Control"
1998,"Peromyscus","maniculatus",21,"Control"
1998,"Peromyscus","maniculatus",21,"Long-term Krat Exclosure"
1998,"Peromyscus","maniculatus",19,"Control"
1998,"Peromyscus","maniculatus",19,"Control"
1998,"Peromyscus","maniculatus",16,"Long-term Krat Exclosure"
1998,"Peromyscus","maniculatus",18,"Long-term Krat Exclosure"
1998,"Peromyscus","maniculatus",18,"Long-term Krat Exclosure"
1998,"Peromyscus","maniculatus",20,"Long-term Krat Exclosure"
1998,"Peromyscus","maniculatus",20,"Long-term Krat Exclosure"
1998,"Peromyscus","maniculatus",20,"Long-term Krat Exclosure"
1998,"Peromyscus","maniculatus",9,"Control"
1998,"Peromyscus","maniculatus",22,"Control"
1998,"Peromyscus","maniculatus",20,"Long-term Krat Exclosure"
1998,"Peromyscus","maniculatus",21,"Long-term Krat Exclosure"
1998,"Peromyscus","maniculatus",23,"Long-term Krat Exclosure"
1998,"Peromyscus","maniculatus",23,"Long-term Krat Exclosure"
1998,"Peromyscus","maniculatus",20,"Long-term Krat Exclosure"
1998,"Peromyscus","maniculatus",23,"Long-term Krat Exclosure"
1999,"Peromyscus","maniculatus",21,"Control"
1999,"Peromyscus","maniculatus",22,"Control"
1999,"Peromyscus","maniculatus",23,"Control"
1999,"Peromyscus","maniculatus",24,"Control"
1999,"Peromyscus","maniculatus",24,"Control"
1999,"Peromyscus","maniculatus",22,"Long-term Krat Exclosure"
1999,"Peromyscus","maniculatus",23,"Control"
1999,"Peromyscus","maniculatus",17,"Control"
1999,"Peromyscus","maniculatus",28,"Long-term Krat Exclosure"
1999,"Peromyscus","maniculatus",20,"Long-term Krat Exclosure"
1999,"Peromyscus","maniculatus",21,"Long-term Krat Exclosure"
1999,"Peromyscus","maniculatus",22,"Long-term Krat Exclosure"
1999,"Peromyscus","maniculatus",29,"Long-term Krat Exclosure"
2001,"Peromyscus","maniculatus",22,"Control"
2001,"Peromyscus","maniculatus",31,"Control"
2002,"Peromyscus","maniculatus",19,"Long-term Krat Exclosure"
1977,"Chaetodipus","penicillatus",15,"Long-term Krat Exclosure"
1977,"Chaetodipus","penicillatus",15,"Control"
1977,"Chaetodipus","penicillatus",16,"Control"
1978,"Chaetodipus","penicillatus",13,"Control"
1978,"Chaetodipus","penicillatus",19,"Control"
1978,"Chaetodipus","penicillatus",13,"Long-term Krat Exclosure"
1978,"Chaetodipus","penicillatus",13,"Control"
1978,"Chaetodipus","penicillatus",14,"Control"
1978,"Chaetodipus","penicillatus",15,"Control"
1978,"Chaetodipus","penicillatus",15,"Control"
1978,"Chaetodipus","penicillatus",15,"Control"
1978,"Chaetodipus","penicillatus",16,"Control"
1978,"Chaetodipus","penicillatus",18,"Control"
1978,"Chaetodipus","penicillatus",19,"Control"
1978,"Chaetodipus","penicillatus",10,"Control"
1978,"Chaetodipus","penicillatus",10,"Long-term Krat Exclosure"
1978,"Chaetodipus","penicillatus",12,"Long-term Krat Exclosure"
1978,"Chaetodipus","penicillatus",14,"Long-term Krat Exclosure"
1978,"Chaetodipus","penicillatus",15,"Long-term Krat Exclosure"
1978,"Chaetodipus","penicillatus",16,"Long-term Krat Exclosure"
1978,"Chaetodipus","penicillatus",14,"Long-term Krat Exclosure"
1978,"Chaetodipus","penicillatus",15,"Long-term Krat Exclosure"
1979,"Chaetodipus","penicillatus",10,"Control"
1979,"Chaetodipus","penicillatus",14,"Control"
1979,"Chaetodipus","penicillatus",16,"Control"
1979,"Chaetodipus","penicillatus",16,"Control"
1979,"Chaetodipus","penicillatus",16,"Control"
1979,"Chaetodipus","penicillatus",11,"Long-term Krat Exclosure"
1979,"Chaetodipus","penicillatus",11,"Long-term Krat Exclosure"
1979,"Chaetodipus","penicillatus",14,"Long-term Krat Exclosure"
1979,"Chaetodipus","penicillatus",15,"Long-term Krat Exclosure"
1979,"Chaetodipus","penicillatus",15,"Long-term Krat Exclosure"
1979,"Chaetodipus","penicillatus",16,"Long-term Krat Exclosure"
1979,"Chaetodipus","penicillatus",16,"Long-term Krat Exclosure"
1979,"Chaetodipus","penicillatus",16,"Long-term Krat Exclosure"
1979,"Chaetodipus","penicillatus",16,"Long-term Krat Exclosure"
1979,"Chaetodipus","penicillatus",17,"Long-term Krat Exclosure"
1979,"Chaetodipus","penicillatus",20,"Long-term Krat Exclosure"
1980,"Chaetodipus","penicillatus",16,"Control"
1980,"Chaetodipus","penicillatus",16,"Control"
1980,"Chaetodipus","penicillatus",16,"Control"
1980,"Chaetodipus","penicillatus",13,"Control"
1980,"Chaetodipus","penicillatus",13,"Control"
1980,"Chaetodipus","penicillatus",11,"Long-term Krat Exclosure"
1981,"Chaetodipus","penicillatus",11,"Control"
1981,"Chaetodipus","penicillatus",14,"Control"
1981,"Chaetodipus","penicillatus",15,"Control"
1981,"Chaetodipus","penicillatus",15,"Control"
1981,"Chaetodipus","penicillatus",18,"Control"
1981,"Chaetodipus","penicillatus",18,"Control"
1981,"Chaetodipus","penicillatus",18,"Control"
1981,"Chaetodipus","penicillatus",12,"Control"
1981,"Chaetodipus","penicillatus",15,"Control"
1982,"Chaetodipus","penicillatus",19,"Control"
1982,"Chaetodipus","penicillatus",12,"Long-term Krat Exclosure"
1982,"Chaetodipus","penicillatus",14,"Long-term Krat Exclosure"
1982,"Chaetodipus","penicillatus",14,"Long-term Krat Exclosure"
1982,"Chaetodipus","penicillatus",15,"Long-term Krat Exclosure"
1982,"Chaetodipus","penicillatus",13,"Control"
1982,"Chaetodipus","penicillatus",15,"Control"
1982,"Chaetodipus","penicillatus",16,"Control"
1982,"Chaetodipus","penicillatus",16,"Control"
1982,"Chaetodipus","penicillatus",18,"Control"
1982,"Chaetodipus","penicillatus",18,"Control"
1982,"Chaetodipus","penicillatus",19,"Control"
1982,"Chaetodipus","penicillatus",13,"Control"
1982,"Chaetodipus","penicillatus",14,"Control"
1982,"Chaetodipus","penicillatus",15,"Control"
1982,"Chaetodipus","penicillatus",15,"Control"
1982,"Chaetodipus","penicillatus",16,"Control"
1982,"Chaetodipus","penicillatus",19,"Control"
1982,"Chaetodipus","penicillatus",20,"Control"
1982,"Chaetodipus","penicillatus",14,"Long-term Krat Exclosure"
1983,"Chaetodipus","penicillatus",18,"Control"
1983,"Chaetodipus","penicillatus",13,"Long-term Krat Exclosure"
1983,"Chaetodipus","penicillatus",13,"Long-term Krat Exclosure"
1983,"Chaetodipus","penicillatus",13,"Long-term Krat Exclosure"
1983,"Chaetodipus","penicillatus",14,"Long-term Krat Exclosure"
1983,"Chaetodipus","penicillatus",11,"Control"
1983,"Chaetodipus","penicillatus",13,"Control"
1983,"Chaetodipus","penicillatus",13,"Control"
1983,"Chaetodipus","penicillatus",14,"Control"
1983,"Chaetodipus","penicillatus",15,"Control"
1983,"Chaetodipus","penicillatus",15,"Control"
1983,"Chaetodipus","penicillatus",17,"Control"
1983,"Chaetodipus","penicillatus",19,"Control"
1983,"Chaetodipus","penicillatus",19,"Control"
1983,"Chaetodipus","penicillatus",20,"Control"
1983,"Chaetodipus","penicillatus",14,"Long-term Krat Exclosure"
1983,"Chaetodipus","penicillatus",14,"Long-term Krat Exclosure"
1984,"Chaetodipus","penicillatus",14,"Long-term Krat Exclosure"
1984,"Chaetodipus","penicillatus",14,"Long-term Krat Exclosure"
1984,"Chaetodipus","penicillatus",17,"Long-term Krat Exclosure"
1984,"Chaetodipus","penicillatus",18,"Long-term Krat Exclosure"
1984,"Chaetodipus","penicillatus",19,"Long-term Krat Exclosure"
1984,"Chaetodipus","penicillatus",20,"Long-term Krat Exclosure"
1984,"Chaetodipus","penicillatus",23,"Long-term Krat Exclosure"
1984,"Chaetodipus","penicillatus",10,"Control"
1984,"Chaetodipus","penicillatus",16,"Control"
1984,"Chaetodipus","penicillatus",13,"Control"
1984,"Chaetodipus","penicillatus",14,"Long-term Krat Exclosure"
1984,"Chaetodipus","penicillatus",15,"Long-term Krat Exclosure"
1984,"Chaetodipus","penicillatus",17,"Long-term Krat Exclosure"
1984,"Chaetodipus","penicillatus",15,"Control"
1984,"Chaetodipus","penicillatus",15,"Control"
1985,"Chaetodipus","penicillatus",12,"Long-term Krat Exclosure"
1985,"Chaetodipus","penicillatus",12,"Long-term Krat Exclosure"
1985,"Chaetodipus","penicillatus",12,"Long-term Krat Exclosure"
1985,"Chaetodipus","penicillatus",14,"Long-term Krat Exclosure"
1985,"Chaetodipus","penicillatus",14,"Long-term Krat Exclosure"
1985,"Chaetodipus","penicillatus",14,"Long-term Krat Exclosure"
1985,"Chaetodipus","penicillatus",15,"Long-term Krat Exclosure"
1985,"Chaetodipus","penicillatus",16,"Long-term Krat Exclosure"
1985,"Chaetodipus","penicillatus",16,"Long-term Krat Exclosure"
1985,"Chaetodipus","penicillatus",16,"Long-term Krat Exclosure"
1985,"Chaetodipus","penicillatus",17,"Long-term Krat Exclosure"
1985,"Chaetodipus","penicillatus",19,"Long-term Krat Exclosure"
1985,"Chaetodipus","penicillatus",19,"Long-term Krat Exclosure"
1985,"Chaetodipus","penicillatus",19,"Long-term Krat Exclosure"
1985,"Chaetodipus","penicillatus",21,"Long-term Krat Exclosure"
1985,"Chaetodipus","penicillatus",28,"Long-term Krat Exclosure"
1985,"Chaetodipus","penicillatus",15,"Control"
1985,"Chaetodipus","penicillatus",15,"Control"
1985,"Chaetodipus","penicillatus",8,"Control"
1985,"Chaetodipus","penicillatus",16,"Control"
1985,"Chaetodipus","penicillatus",13,"Control"
1985,"Chaetodipus","penicillatus",17,"Long-term Krat Exclosure"
